Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;
110001505000001;1;471;465;177;60;128;53;11;1;3;1;18;0;6;0;5;1;1;0;0;0;6;8;0;0;1;0;0;0;0;2;1;1;2;1;7;4;5;7;9;8;3;12;12;5;11;5;12;10;7;8;10;11;12;5;15;10;9;6;10;9;6;8;10;4;11;4;9;5;9;7;7;3;4;8;4;5;5;7;12;5;6;9;4;7;5;8;3;5;4;1;3;5;1;4;2;1;2;2;1;1;5;3;2;2;4;1;1;6;1;1;2;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
110001505000002;1;424;424;159;43;123;49;5;1;3;1;26;0;5;0;8;1;0;0;0;0;0;6;2;0;0;1;0;0;1;1;0;0;0;1;5;5;11;2;14;7;6;7;8;10;7;8;8;12;10;13;7;18;8;5;7;8;10;3;6;7;4;7;5;3;8;13;10;6;6;2;6;6;3;6;6;6;2;7;9;6;2;6;2;6;3;2;5;1;3;7;3;2;4;3;0;3;1;3;7;3;1;1;1;1;2;1;1;0;4;0;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
110001505000003;1;328;328;91;57;80;61;1;1;1;1;21;0;7;1;5;0;1;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;5;5;6;3;9;5;3;5;12;8;10;5;9;10;10;3;8;6;9;9;7;12;5;7;2;1;2;3;11;5;6;3;4;6;5;1;4;5;5;3;2;10;5;4;6;5;3;2;4;1;1;3;3;2;6;3;2;0;2;1;1;0;1;4;0;2;0;1;2;2;3;1;1;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110001505000004;1;141;141;57;12;29;17;2;3;1;0;9;0;4;0;5;0;2;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;2;0;3;5;2;2;3;4;3;1;8;5;2;3;5;4;2;3;2;1;4;1;4;2;1;1;3;3;1;0;1;0;1;0;3;2;1;1;6;3;2;2;0;2;0;3;1;1;2;3;2;0;1;2;2;0;1;0;0;1;1;0;0;1;2;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110001505000005;1;621;621;223;61;163;71;25;10;6;3;34;0;9;0;8;8;0;0;0;0;0;19;0;2;1;1;2;0;2;1;5;3;1;1;17;19;21;10;9;15;11;13;12;10;16;11;9;9;12;10;10;15;11;19;12;11;6;6;9;14;7;10;9;13;6;11;8;9;7;6;2;14;5;9;7;7;3;2;7;7;6;7;9;8;3;5;4;4;1;2;5;2;2;5;6;4;6;5;4;4;5;7;4;2;0;2;2;1;3;7;3;1;0;3;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
110001505000006;1;403;402;169;27;103;57;14;3;3;0;19;1;5;0;2;0;0;0;0;0;0;6;0;1;0;1;0;1;2;0;0;1;0;0;6;8;4;9;7;6;5;7;8;9;10;10;3;11;11;12;13;9;8;5;8;8;8;8;5;7;7;6;6;8;8;4;4;5;5;9;3;6;4;6;4;3;4;5;2;5;5;6;7;5;1;6;5;1;4;0;1;4;4;2;0;5;1;3;2;2;3;2;2;2;2;2;2;2;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
110001505000007;1;387;387;165;30;110;41;11;1;2;1;14;0;8;0;3;1;0;0;0;0;0;5;1;0;1;1;0;0;0;0;0;1;1;0;1;6;5;6;7;5;6;5;11;9;7;7;6;6;10;9;8;9;5;12;7;5;4;10;7;8;6;7;9;5;6;3;5;5;10;3;5;8;6;3;9;9;2;4;8;4;4;6;7;4;8;3;0;0;3;3;3;3;1;1;1;1;4;2;2;1;1;1;0;4;3;3;1;2;0;1;0;2;2;0;1;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
110001505000008;1;196;196;89;16;42;23;4;0;1;2;12;0;2;0;2;1;0;2;0;0;0;3;0;0;0;1;0;0;0;1;0;0;1;0;3;3;2;3;3;4;5;4;4;6;3;3;5;2;3;3;2;3;8;3;2;4;5;1;2;1;2;4;5;3;3;2;5;3;1;4;5;5;4;5;2;1;2;2;2;1;3;2;1;3;2;1;3;1;4;1;0;0;3;2;1;0;0;1;2;3;1;0;1;2;1;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
110001505000009;1;445;375;163;17;106;44;6;0;1;1;17;0;8;0;11;1;0;0;0;0;70;7;1;0;3;0;0;0;0;0;1;0;2;0;9;5;8;6;9;6;7;2;5;3;7;4;4;8;12;13;5;8;13;16;12;4;8;8;10;13;12;8;8;12;7;11;6;7;5;3;9;6;10;5;5;7;7;4;10;5;9;7;6;4;2;4;3;5;4;4;5;1;5;0;0;1;0;1;3;3;2;1;2;2;1;2;1;1;2;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110001505000010;1;61;61;25;4;21;5;2;0;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1;0;3;1;2;0;1;2;3;2;5;1;0;1;0;1;1;0;2;0;0;1;1;0;1;0;1;0;2;0;1;1;2;1;0;1;0;3;0;2;3;0;1;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
